Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2018,Orange,FL,Passenger,2,1,3,167,170,1.76
August 31 2019,Tulsa,OK,Passenger,1,1,2,51,53,3.77
November 30 2021,Maui,HI,Passenger,1,0,1,28,29,3.45
June 30 2021,Harnett,NC,Passenger,1,1,2,183,185,1.08
June 30 2021,Douglas,WA,Passenger,93,48,141,"28,515","28,656",0.49
February 28 2021,Skamania,WA,Passenger,37,24,61,"8,285","8,346",0.73
June 30 2022,San Bernardino,CA,Passenger,2,1,3,343,346,0.87
October 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
February 29 2024,Texas,MO,Passenger,1,0,1,1,2,50.00
January 31 2017,Hood River,OR,Passenger,1,0,1,43,44,2.27
May 31 2023,Providence,RI,Passenger,1,0,1,17,18,5.56
April 30 2021,Burlington,NJ,Passenger,0,1,1,135,136,0.74
November 30 2023,Orange,CA,Truck,1,0,1,62,63,1.59
October 31 2022,Cowlitz,WA,Passenger,383,184,567,"70,232","70,799",0.80
January 31 2023,Alameda,CA,Passenger,4,1,5,180,185,2.70
July 31 2017,Howard,MD,Passenger,0,2,2,95,97,2.06
December 31 2023,Fulton,GA,Passenger,1,0,1,48,49,2.04
July 31 2023,Larimer,CO,Passenger,1,0,1,30,31,3.23
August 31 2020,Arapahoe,CO,Passenger,1,0,1,135,136,0.74
August 31 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
December 31 2019,Whatcom,WA,Passenger,987,477,"1,464","151,658","153,122",0.96
January 31 2019,Prince William,VA,Passenger,0,5,5,256,261,1.92
January 31 2024,Pitt,NC,Passenger,0,1,1,3,4,25.00
July 31 2022,Thurston,WA,Truck,8,0,8,"55,267","55,275",0.01
October 31 2019,Contra Costa,CA,Passenger,2,2,4,354,358,1.12
October 31 2022,Nassau,NY,Passenger,2,0,2,27,29,6.90
December 31 2023,Pulaski,MO,Passenger,1,0,1,79,80,1.25
December 31 2021,Harnett,NC,Passenger,1,1,2,170,172,1.16
January 31 2017,San Juan,WA,Truck,0,0,0,"5,592","5,592",0.00
November 30 2019,Anne Arundel,MD,Passenger,1,1,2,431,433,0.46
September 30 2019,Fresno,CA,Passenger,1,0,1,206,207,0.48
June 30 2022,Sarpy,NE,Passenger,1,0,1,63,64,1.56
February 28 2023,Albemarle,VA,Passenger,2,0,2,16,18,11.11
May 31 2022,Whatcom,WA,Passenger,"1,799",729,"2,528","148,810","151,338",1.67
June 30 2021,Goochland,VA,Passenger,4,2,6,231,237,2.53
September 30 2020,Kootenai,ID,Passenger,1,0,1,220,221,0.45
December 31 2017,Flathead,MT,Passenger,1,0,1,58,59,1.69
December 31 2023,Pima,AZ,Passenger,1,0,1,144,145,0.69
March 31 2023,King,WA,Passenger,"52,103","13,150","65,253","1,322,436","1,387,689",4.70
July 31 2020,Grant,WA,Passenger,61,75,136,"65,268","65,404",0.21
March 31 2022,Grant,WA,Passenger,151,100,251,"66,821","67,072",0.37
August 31 2021,Okanogan,WA,Truck,0,0,0,"16,743","16,743",0.00
February 28 2019,Middlesex,MA,Passenger,1,1,2,121,123,1.63
September 30 2022,Houston,GA,Passenger,1,0,1,33,34,2.94
February 28 2021,Chelan,WA,Truck,0,0,0,"22,866","22,866",0.00
February 28 2017,Lewis,WA,Passenger,45,33,78,"54,973","55,051",0.14
October 31 2020,Grant,WA,Truck,0,0,0,"27,380","27,380",0.00
January 31 2017,Clark,NV,Passenger,1,4,5,937,942,0.53
August 31 2020,Denver,CO,Passenger,1,0,1,119,120,0.83
October 31 2021,Broward,FL,Passenger,2,0,2,105,107,1.87
July 31 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
April 30 2018,Virginia Beach,VA,Passenger,2,1,3,676,679,0.44
February 29 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
July 31 2018,Honolulu,HI,Passenger,1,2,3,538,541,0.55
December 31 2023,Los Angeles,CA,Passenger,6,3,9,533,542,1.66
June 30 2022,Douglas,NE,Passenger,1,2,3,44,47,6.38
June 30 2023,Yolo,CA,Passenger,1,0,1,21,22,4.55
August 31 2020,Morris,NJ,Passenger,1,0,1,17,18,5.56
February 29 2020,Stevens,WA,Passenger,33,33,66,"31,427","31,493",0.21
October 31 2018,Alameda,CA,Passenger,0,2,2,339,341,0.59
September 30 2021,Maui,HI,Passenger,1,0,1,27,28,3.57
February 28 2019,Ferry,WA,Truck,0,0,0,"3,592","3,592",0.00
July 31 2020,Pinal,AZ,Passenger,1,0,1,184,185,0.54
October 31 2018,Juneau,AK,Passenger,0,1,1,43,44,2.27
December 31 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
March 31 2017,Kitsap,WA,Truck,1,0,1,"52,315","52,316",0.00
October 31 2019,Chelan,WA,Truck,0,0,0,"22,494","22,494",0.00
June 30 2020,Chelan,WA,Truck,0,0,0,"22,514","22,514",0.00
November 30 2019,Klickitat,WA,Truck,0,0,0,"8,304","8,304",0.00
January 31 2017,Snohomish,WA,Passenger,"1,549",803,"2,352","514,909","517,261",0.45
January 31 2023,Jefferson,WA,Passenger,495,236,731,"24,286","25,017",2.92
March 31 2021,El Paso,TX,Passenger,3,0,3,399,402,0.75
May 31 2023,Rockingham,NH,Passenger,1,0,1,15,16,6.25
December 31 2018,Clark,WA,Truck,0,0,0,"79,831","79,831",0.00
January 31 2020,Multnomah,OR,Passenger,4,7,11,749,760,1.45
December 31 2018,Orange,CA,Passenger,6,2,8,559,567,1.41
January 31 2024,St. Mary's,MD,Passenger,1,0,1,158,159,0.63
August 31 2021,Platte,MO,Passenger,1,0,1,17,18,5.56
November 30 2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
September 30 2022,Columbia,OR,Passenger,1,0,1,16,17,5.88
December 31 2019,New London,CT,Passenger,0,1,1,242,243,0.41
January 31 2020,Spartanburg,SC,Passenger,0,1,1,46,47,2.13
February 29 2024,Caddo,LA,Passenger,2,0,2,9,11,18.18
May 31 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
April 30 2021,Clark,WA,Passenger,"2,681","1,329","4,010","321,488","325,498",1.23
June 30 2022,District of Columbia,DC,Passenger,2,0,2,177,179,1.12
July 31 2022,Clark,NV,Passenger,8,2,10,529,539,1.86
May 31 2019,Virginia Beach,VA,Passenger,1,1,2,702,704,0.28
April 30 2018,Chelan,WA,Truck,0,0,0,"21,763","21,763",0.00
December 31 2021,New York,NY,Passenger,1,0,1,41,42,2.38
July 31 2023,Essex,NJ,Passenger,2,0,2,8,10,20.00
August 31 2022,King,WA,Truck,204,2,206,"179,924","180,130",0.11
May 31 2020,Cowlitz,WA,Passenger,136,115,251,"72,353","72,604",0.35
December 31 2023,Polk,OR,Passenger,1,1,2,8,10,20.00
August 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
April 30 2020,Lewis,WA,Passenger,99,108,207,"58,643","58,850",0.35
February 28 2021,Adams,WA,Truck,0,0,0,"5,342","5,342",0.00
September 30 2023,Okanogan,WA,Truck,7,0,7,"16,329","16,336",0.04
November 30 2018,Tarrant,TX,Passenger,1,0,1,208,209,0.48
May 31 2023,Monterey,CA,Passenger,0,3,3,125,128,2.34
October 31 2023,Sarpy,NE,Passenger,1,0,1,51,52,1.92
January 31 2019,Thurston,WA,Passenger,771,589,"1,360","195,959","197,319",0.69
July 31 2018,Mason,WA,Passenger,87,91,178,"45,857","46,035",0.39
January 31 2022,Adams,WA,Passenger,17,14,31,"13,028","13,059",0.24
June 30 2022,Bexar,TX,Passenger,3,3,6,468,474,1.27
January 31 2020,Skamania,WA,Truck,0,0,0,"4,104","4,104",0.00
December 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
October 31 2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
September 30 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
November 30 2022,Adams,WA,Passenger,22,11,33,"13,012","13,045",0.25
August 31 2017,Stevens,WA,Passenger,8,22,30,"31,504","31,534",0.10
February 28 2023,Skamania,WA,Passenger,93,53,146,"8,112","8,258",1.77
July 31 2020,Jefferson,CO,Passenger,0,1,1,57,58,1.72
April 30 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
March 31 2017,Lewis,WA,Passenger,45,36,81,"55,102","55,183",0.15
June 30 2021,Okanogan,WA,Passenger,63,38,101,"26,498","26,599",0.38
December 31 2019,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
August 31 2020,Douglas,NE,Passenger,0,1,1,54,55,1.82
May 31 2022,Cowlitz,WA,Passenger,322,175,497,"70,667","71,164",0.70
February 29 2020,Twin Falls,ID,Passenger,0,1,1,31,32,3.12
December 31 2023,Snohomish,WA,Truck,282,0,282,"118,814","119,096",0.24
December 31 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
April 30 2023,Orange,NC,Passenger,0,1,1,6,7,14.29
January 31 2024,Okanogan,WA,Passenger,172,76,248,"25,529","25,777",0.96
November 30 2018,Nassau,NY,Passenger,3,0,3,38,41,7.32
January 31 2024,Sacramento,CA,Truck,1,0,1,28,29,3.45
February 28 2019,Clark,WA,Truck,0,0,0,"79,966","79,966",0.00
November 30 2018,Fairfax,VA,Passenger,2,2,4,810,814,0.49
September 30 2022,Alexandria,VA,Passenger,4,0,4,100,104,3.85
September 30 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
July 31 2020,Pierce,WA,Truck,0,0,0,"142,888","142,888",0.00
May 31 2018,Skagit,WA,Truck,1,0,1,"32,043","32,044",0.00
July 31 2020,Columbia,WA,Truck,0,0,0,"1,540","1,540",0.00
February 28 2019,Charleston,SC,Passenger,1,0,1,126,127,0.79
September 30 2017,Polk,FL,Passenger,1,0,1,65,66,1.52
April 30 2021,Larimer,CO,Passenger,1,0,1,51,52,1.92
January 31 2022,Cumberland,NC,Passenger,1,4,5,411,416,1.20
April 30 2018,Jefferson,CO,Passenger,0,1,1,70,71,1.41
October 31 2023,Autauga,AL,Passenger,2,0,2,10,12,16.67
January 31 2022,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
May 31 2018,Whatcom,WA,Truck,2,0,2,"42,193","42,195",0.00
October 31 2020,Nassau,NY,Passenger,4,0,4,32,36,11.11
September 30 2017,Utah,UT,Passenger,0,1,1,151,152,0.66
February 29 2020,Wayne,MI,Passenger,0,1,1,59,60,1.67
January 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
March 31 2017,Douglas,WA,Passenger,29,19,48,"26,590","26,638",0.18
January 31 2018,Spokane,WA,Truck,1,0,1,"91,727","91,728",0.00
March 31 2023,Anchorage,AK,Passenger,1,0,1,111,112,0.89
April 30 2019,Shasta,CA,Passenger,1,0,1,42,43,2.33
June 30 2018,San Francisco,CA,Passenger,1,1,2,132,134,1.49
November 30 2021,Palm Beach,FL,Passenger,0,1,1,62,63,1.59
June 30 2018,Klamath,OR,Passenger,1,0,1,36,37,2.70
January 31 2020,Eagle,CO,Passenger,1,0,1,6,7,14.29
April 30 2018,Asotin,WA,Passenger,8,6,14,"12,635","12,649",0.11
August 31 2020,Asotin,WA,Passenger,17,14,31,"12,352","12,383",0.25
December 31 2020,Klamath,OR,Passenger,1,0,1,33,34,2.94
March 31 2020,Whitman,WA,Truck,0,0,0,"8,551","8,551",0.00
March 31 2022,Broward,FL,Passenger,2,0,2,94,96,2.08
October 31 2022,Napa,CA,Passenger,0,1,1,13,14,7.14
July 31 2021,Alexandria,VA,Passenger,3,0,3,118,121,2.48
January 31 2021,Dakota,MN,Passenger,0,1,1,29,30,3.33
June 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
February 28 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
March 31 2023,Honolulu,HI,Passenger,3,3,6,302,308,1.95
October 31 2019,Ada,ID,Passenger,0,2,2,312,314,0.64
April 30 2020,Franklin,WA,Truck,0,0,0,"19,840","19,840",0.00
February 28 2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53
November 30 2022,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
August 31 2022,Mercer,NJ,Passenger,0,1,1,13,14,7.14
March 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
February 29 2020,Kitsap,WA,Truck,1,0,1,"54,378","54,379",0.00
August 31 2021,Kittitas,WA,Truck,0,0,0,"14,782","14,782",0.00
August 31 2020,Garfield,WA,Truck,0,0,0,992,992,0.00
August 31 2018,Clark,NV,Passenger,2,2,4,744,748,0.53
April 30 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
July 31 2019,Benton,WA,Passenger,269,289,558,"134,138","134,696",0.41
November 30 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
August 31 2022,Montgomery,MD,Passenger,4,2,6,198,204,2.94
July 31 2019,Kent,MI,Passenger,0,1,1,23,24,4.17
April 30 2023,Currituck,NC,Passenger,1,0,1,19,20,5.00
July 31 2019,Ramsey,MN,Passenger,1,0,1,41,42,2.38
November 30 2020,Marion,IA,Passenger,1,0,1,1,2,50.00
February 28 2021,Lewis,WA,Passenger,127,134,261,"58,853","59,114",0.44
November 30 2020,Collier,FL,Passenger,1,0,1,19,20,5.00
June 30 2023,Salt Lake,UT,Passenger,0,1,1,104,105,0.95
October 31 2021,Maricopa,AZ,Passenger,8,5,13,"1,217","1,230",1.06
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
October 31 2023,Atlantic,NJ,Passenger,1,0,1,7,8,12.50
November 30 2018,Pierce,WA,Passenger,"1,470","1,339","2,809","538,299","541,108",0.52
May 31 2022,Benton,WA,Passenger,727,455,"1,182","135,184","136,366",0.87
November 30 2022,Chelan,WA,Passenger,523,141,664,"54,214","54,878",1.21
October 31 2019,Harris,TX,Passenger,1,1,2,269,271,0.74
June 30 2018,Jefferson,NY,Passenger,0,1,1,227,228,0.44
November 30 2020,New York,NY,Passenger,1,0,1,57,58,1.72
September 30 2019,Pierce,WA,Truck,0,0,0,"140,437","140,437",0.00
July 31 2020,Gwinnett,GA,Passenger,1,0,1,72,73,1.37
May 31 2019,Prince William,VA,Passenger,1,5,6,250,256,2.34
December 31 2018,Montgomery,MD,Passenger,1,0,1,278,279,0.36
September 30 2018,Riverside,CA,Passenger,2,2,4,688,692,0.58
July 31 2022,Richland,SC,Passenger,0,1,1,128,129,0.78
November 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
April 30 2019,Deschutes,OR,Passenger,3,0,3,161,164,1.83
October 31 2019,Okanogan,WA,Truck,0,0,0,"16,518","16,518",0.00
August 31 2022,Allen,IN,Passenger,1,0,1,17,18,5.56
April 30 2020,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
August 31 2017,Columbia,WA,Passenger,1,1,2,"2,353","2,355",0.08
July 31 2020,Arlington,VA,Passenger,0,2,2,151,153,1.31
January 31 2024,Jefferson,WA,Truck,19,0,19,"9,093","9,112",0.21
November 30 2019,New London,CT,Passenger,0,1,1,242,243,0.41
February 28 2019,New London,CT,Passenger,0,1,1,243,244,0.41
September 30 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
December 31 2023,Pierce,WA,Truck,234,0,234,"132,795","133,029",0.18
April 30 2020,Norfolk,VA,Passenger,2,2,4,345,349,1.15
January 31 2018,San Diego,CA,Passenger,6,1,7,"2,575","2,582",0.27
September 30 2021,Stafford,VA,Passenger,2,1,3,103,106,2.83
February 28 2017,Montgomery,MD,Passenger,1,0,1,307,308,0.32
January 31 2021,Lane,OR,Passenger,0,1,1,145,146,0.68
September 30 2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38
April 30 2022,Monterey,CA,Passenger,0,3,3,141,144,2.08
August 31 2019,El Paso,TX,Passenger,3,0,3,484,487,0.62
February 28 2018,Franklin,WA,Truck,0,0,0,"18,574","18,574",0.00
March 31 2021,Douglas,WA,Truck,0,0,0,"12,552","12,552",0.00
February 28 2017,Cascade,MT,Passenger,0,1,1,62,63,1.59
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
May 31 2022,Anne Arundel,MD,Passenger,3,3,6,351,357,1.68
April 30 2020,Garfield,WA,Passenger,0,1,1,"1,340","1,341",0.07
March 31 2017,Dallas,TX,Passenger,1,1,2,208,210,0.95
January 31 2024,Jefferson,NY,Passenger,2,1,3,161,164,1.83
June 30 2023,New London,CT,Passenger,2,2,4,170,174,2.30
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
May 31 2023,Pend Oreille,WA,Truck,0,0,0,"5,625","5,625",0.00
June 30 2023,Essex,MA,Passenger,1,0,1,11,12,8.33
April 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
June 30 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
February 28 2022,Dallas,TX,Passenger,1,0,1,138,139,0.72
April 30 2023,Meade,KY,Passenger,1,0,1,18,19,5.26
September 30 2022,Coryell,TX,Passenger,1,0,1,88,89,1.12
October 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
March 31 2020,Benton,WA,Passenger,343,319,662,"135,138","135,800",0.49
December 31 2018,Ada,ID,Passenger,0,2,2,324,326,0.61
May 31 2019,Lewis,WA,Truck,0,0,0,"25,911","25,911",0.00
November 30 2023,St. Mary's,MD,Passenger,1,0,1,166,167,0.60
November 30 2018,Jefferson,NY,Passenger,0,1,1,235,236,0.42
January 31 2018,Brevard,FL,Passenger,0,1,1,103,104,0.96
August 31 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
March 31 2021,Pinellas,FL,Passenger,1,1,2,102,104,1.92
June 30 2020,Bucks,PA,Passenger,1,0,1,21,22,4.55
October 31 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
February 28 2023,Snohomish,WA,Passenger,"10,924","2,837","13,761","529,580","543,341",2.53
September 30 2018,Beaufort,SC,Passenger,1,0,1,39,40,2.50
June 30 2018,,,Passenger,3,2,5,428,433,1.15
July 31 2020,Hawaii,HI,Passenger,1,0,1,60,61,1.64
November 30 2020,Montgomery,OH,Passenger,0,1,1,54,55,1.82
September 30 2023,Columbia,OR,Passenger,1,0,1,12,13,7.69
May 31 2019,Lake,FL,Passenger,1,0,1,21,22,4.55
September 30 2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35
August 31 2021,Thurston,WA,Passenger,"1,713",905,"2,618","197,513","200,131",1.31
June 30 2022,Chelan,WA,Passenger,461,126,587,"54,318","54,905",1.07
June 30 2020,Skagit,WA,Truck,1,0,1,"32,464","32,465",0.00
December 31 2022,Calvert,MD,Passenger,0,2,2,82,84,2.38
December 31 2018,Adams,WA,Passenger,5,6,11,"12,739","12,750",0.09
December 31 2023,Alexandria,VA,Passenger,3,0,3,75,78,3.85
February 29 2020,Palm Beach,FL,Passenger,0,2,2,83,85,2.35
December 31 2018,San Juan,PR,Passenger,0,1,1,5,6,16.67
May 31 2023,Orange,NC,Passenger,0,1,1,5,6,16.67
August 31 2019,DeKalb,GA,Passenger,1,0,1,81,82,1.22
May 31 2019,Honolulu,HI,Passenger,2,3,5,517,522,0.96
March 31 2023,Garfield,WA,Passenger,1,3,4,"1,319","1,323",0.30
April 30 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
December 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.50
July 31 2020,Lewis,WA,Truck,0,0,0,"26,286","26,286",0.00
July 31 2023,Whitman,WA,Passenger,160,79,239,"21,992","22,231",1.08
March 31 2023,DuPage,IL,Passenger,2,1,3,36,39,7.69
March 31 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
December 31 2020,Juneau,AK,Passenger,0,1,1,26,27,3.70
January 31 2019,Pierce,WA,Truck,0,0,0,"139,097","139,097",0.00
February 28 2018,Wahkiakum,WA,Passenger,0,2,2,"2,860","2,862",0.07
February 28 2021,Chelan,WA,Passenger,301,88,389,"54,486","54,875",0.71
January 31 2018,Fulton,GA,Passenger,1,0,1,105,106,0.94
November 30 2021,Hamilton,IN,Passenger,2,0,2,32,34,5.88
August 31 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
September 30 2023,Pierce,WA,Truck,192,0,192,"135,451","135,643",0.14
July 31 2020,Stevens,WA,Truck,0,0,0,"18,669","18,669",0.00
February 28 2017,Columbia,WA,Truck,0,0,0,"1,529","1,529",0.00
September 30 2020,Spokane,WA,Passenger,796,512,"1,308","318,650","319,958",0.41
January 31 2021,,,Passenger,5,1,6,364,370,1.62
August 31 2020,Carroll,MD,Passenger,0,1,1,18,19,5.26
November 30 2020,Chelan,WA,Passenger,271,84,355,"54,369","54,724",0.65
March 31 2021,Lake,IL,Passenger,2,0,2,165,167,1.20
November 30 2020,Denver,CO,Passenger,1,0,1,120,121,0.83
November 30 2021,Greene,MO,Passenger,0,1,1,29,30,3.33
August 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
March 31 2018,Snohomish,WA,Truck,1,0,1,"121,233","121,234",0.00
November 30 2022,Walla Walla,WA,Passenger,201,107,308,"35,684","35,992",0.86
November 30 2019,Hudson,NJ,Passenger,1,0,1,40,41,2.44
March 31 2022,Harford,MD,Passenger,1,1,2,49,51,3.92
April 30 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
June 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
March 31 2018,Kitsap,WA,Truck,1,0,1,"52,961","52,962",0.00
October 31 2020,Pacific,WA,Truck,0,0,0,"7,751","7,751",0.00
January 31 2017,Okaloosa,FL,Passenger,1,0,1,191,192,0.52
February 28 2019,Ventura,CA,Passenger,0,2,2,319,321,0.62
August 31 2019,Duval,FL,Passenger,1,2,3,381,384,0.78
November 30 2022,Ada,ID,Passenger,1,0,1,145,146,0.68
October 31 2023,Sacramento,CA,Truck,1,0,1,31,32,3.12
December 31 2017,Cowlitz,WA,Passenger,54,67,121,"70,744","70,865",0.17
November 30 2021,Asotin,WA,Passenger,21,17,38,"12,743","12,781",0.30
November 30 2017,Lincoln,WA,Passenger,2,5,7,"7,551","7,558",0.09
May 31 2020,Duval,FL,Passenger,0,2,2,362,364,0.55
March 31 2020,Honolulu,HI,Passenger,4,2,6,489,495,1.21
March 31 2022,Montgomery,AL,Passenger,0,1,1,38,39,2.56
February 28 2023,Loudoun,VA,Passenger,3,1,4,60,64,6.25
March 31 2023,St. Louis,MO,Passenger,1,0,1,58,59,1.69
February 28 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
March 31 2018,Shelby,TN,Passenger,0,1,1,104,105,0.95
January 31 2024,Charlottesville,VA,Passenger,0,1,1,4,5,20.00
July 31 2017,Island,WA,Passenger,121,142,263,"60,265","60,528",0.43
May 31 2021,Lewis,WA,Truck,0,0,0,"26,892","26,892",0.00
August 31 2023,Stevens,WA,Truck,2,0,2,"18,705","18,707",0.01
October 31 2021,Wahkiakum,WA,Truck,0,0,0,"1,826","1,826",0.00
March 31 2022,St. Louis,MO,Passenger,2,0,2,74,76,2.63
November 30 2021,Dorchester,SC,Passenger,1,0,1,75,76,1.32
July 31 2022,Stafford,VA,Passenger,2,1,3,90,93,3.23
January 31 2020,Wayne,MI,Passenger,0,1,1,59,60,1.67
July 31 2021,Lincoln,WA,Passenger,6,15,21,"7,719","7,740",0.27
April 30 2022,Queens,NY,Passenger,1,0,1,47,48,2.08
October 31 2021,Burlington,NJ,Passenger,0,1,1,121,122,0.82
January 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
October 31 2023,Madison,IL,Passenger,1,0,1,16,17,5.88
September 30 2017,Garfield,WA,Passenger,1,0,1,"1,295","1,296",0.08
September 30 2023,Leavenworth,KS,Passenger,0,1,1,82,83,1.20
August 31 2020,Pierce,WA,Passenger,"2,519","1,703","4,222","552,194","556,416",0.76
September 30 2020,Island,WA,Truck,1,0,1,"21,238","21,239",0.00
August 31 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
June 30 2020,Benton,WA,Truck,0,0,0,"42,700","42,700",0.00
October 31 2021,Island,WA,Passenger,678,333,"1,011","62,963","63,974",1.58
August 31 2019,Deschutes,OR,Passenger,3,0,3,162,165,1.82
October 31 2020,New London,CT,Passenger,1,1,2,238,240,0.83
April 30 2023,Hawaii,HI,Passenger,1,0,1,30,31,3.23
January 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
September 30 2018,Benton,WA,Passenger,188,209,397,"132,421","132,818",0.30
September 30 2018,Orange,CA,Passenger,4,1,5,570,575,0.87
August 31 2019,Anne Arundel,MD,Passenger,1,1,2,432,434,0.46
August 31 2017,Clark,WA,Truck,0,0,0,"77,891","77,891",0.00
May 31 2023,Yakima,WA,Truck,12,0,12,"61,147","61,159",0.02
August 31 2019,El Paso,CO,Passenger,2,1,3,751,754,0.40
October 31 2018,Hardin,KY,Passenger,0,1,1,110,111,0.90
April 30 2019,Kalamazoo,MI,Passenger,1,0,1,13,14,7.14
February 28 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.50
May 31 2017,King,WA,Truck,8,1,9,"188,247","188,256",0.00
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,"9,167","9,183",0.17
January 31 2022,Pima,AZ,Passenger,1,1,2,269,271,0.74
June 30 2020,Juneau,AK,Passenger,0,2,2,29,31,6.45
January 31 2022,Ulster,NY,Passenger,1,0,1,14,15,6.67
February 28 2022,Pend Oreille,WA,Truck,0,0,0,"5,714","5,714",0.00
January 31 2023,Chelan,WA,Passenger,554,146,700,"54,294","54,994",1.27
April 30 2023,Solano,CA,Passenger,5,0,5,143,148,3.38
February 28 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
December 31 2021,Chelan,WA,Passenger,408,114,522,"54,669","55,191",0.95
June 30 2021,St. Clair,IL,Passenger,1,0,1,140,141,0.71
February 28 2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12
July 31 2020,Adams,WA,Passenger,9,7,16,"12,861","12,877",0.12
October 31 2017,Hawaii,HI,Passenger,1,0,1,77,78,1.28
February 29 2024,Ada,ID,Passenger,2,0,2,78,80,2.50
June 30 2018,Polk,FL,Passenger,1,0,1,69,70,1.43
February 28 2022,Harrison,MS,Passenger,2,0,2,51,53,3.77
March 31 2022,Suffolk,MA,Passenger,0,1,1,25,26,3.85
November 30 2018,Snohomish,WA,Truck,1,0,1,"121,946","121,947",0.00
October 31 2022,Howard,MD,Passenger,0,2,2,60,62,3.23
August 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
April 30 2021,Maui,HI,Passenger,2,0,2,30,32,6.25
January 31 2023,Maui,HI,Passenger,1,0,1,26,27,3.70
July 31 2020,Spokane,WA,Passenger,752,490,"1,242","316,332","317,574",0.39
October 31 2022,Clallam,WA,Passenger,456,256,712,"49,427","50,139",1.42
June 30 2017,Wahkiakum,WA,Truck,0,0,0,"1,644","1,644",0.00
May 31 2020,Dakota,MN,Passenger,0,1,1,31,32,3.12
December 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
July 31 2020,Salt Lake,UT,Passenger,0,1,1,189,190,0.53
August 31 2023,Suffolk,VA,Passenger,1,0,1,93,94,1.06
October 31 2021,Whitman,WA,Truck,0,0,0,"8,559","8,559",0.00
May 31 2019,Snohomish,WA,Truck,1,0,1,"122,064","122,065",0.00
September 30 2018,Okanogan,WA,Truck,0,0,0,"16,500","16,500",0.00
June 30 2017,Walla Walla,WA,Passenger,25,26,51,"34,844","34,895",0.15
December 31 2020,Harnett,NC,Passenger,1,0,1,198,199,0.50
